SHANGHAI SHENZHEN CSI 300 - MARKET VALUE,SHANGHAI SHENZHEN CSI 300 - PRICE HIGH,SHANGHAI SHENZHEN CSI 300 - PRICE LOW,SHANGHAI SHENZHEN CSI 300 - OPENING PRICE,SHANGHAI SHENZHEN CSI 300 - PRICE INDEX,SHANGHAI SHENZHEN CSI 300 - TURNOVER BY VALUE,SHANGHAI SHENZHEN CSI 300 - TURNOVER BY VOLUME
CHSS300(MV),CHSS300(PH),CHSS300(PL),CHSS300(PO),CHSS300(PI),CHSS300(VA),CHSS300(VO)
14795610,2997.6,2946.49,2959.11,2960.85,47089410,39308640
14534770,2921.25,2881.05,2921.25,2905.63,42192020,36036270
14463040,2949.94,2866.03,2940.02,2884.38,34223900,29810800
14165680,2899.07,2804.7,2894.25,2805.21,31179200,27940960
14287670,2868.68,2748.75,2786.12,2840.79,39748400,34031490
13977240,2832.89,2767.53,2816.94,2773.15,27440270,22782320
13711410,2792.74,2695.37,2780.76,2703.08,34770820,30469230
13864280,2749.1,2679.66,2723.52,2721.69,31744590,27404020
13897160,2747.88,2683.41,2717.66,2720.44,26661010,23370430
13312280,2719.38,2581.81,2719.38,2591.46,33617680,30894580
12647640,2580.72,2442.79,2579.8,2456.81,32454530,32120190
12609690,2474.32,2413.6,2431.38,2444.15,24459620,24191940
12563240,2466.09,2369.58,2427.49,2444.67,27480610,27551700
12508140,2461.24,2410.49,2429.98,2443.51,21156180,20157230
12580090,2479.15,2412.95,2440.39,2447.61,21296930,20422260
11931500,2452.63,2312.95,2451.31,2313.4,22662860,23623100
12060920,2356.19,2273.89,2285.51,2348.47,18407570,19477100
12976530,2533.3,2312.18,2332.39,2532.94,44564420,45043410
12507950,2535.86,2438.86,2494.26,2443.98,39651310,37518030
12374960,2437.43,2362.63,2421.25,2404.93,26183840,26298240
12411250,2439.91,2373.76,2408.03,2400.55,18965200,18643180
12114740,2390.65,2306.94,2370.53,2331.53,22262900,23741940
12078740,2367.72,2291.35,2322.54,2325.29,23579970,23862580
12121380,2363.56,2316.68,2325.26,2335.86,21711090,20400290
12357270,2418.05,2339.52,2347.4,2391.64,29000900,28877840
11968050,2372.64,2297.02,2372.64,2309.17,21384880,21152800
11843160,2309.21,2268,2292.69,2285.41,18645020,18440500
11687890,2296.03,2219.56,2279.6,2245.96,24066620,23749470
11695610,2270.41,2216.11,2238.64,2251.15,18548580,18984770
11330140,2221.09,2172.94,2193.04,2183.43,19709550,21654480
11041340,2198.76,2119.12,2189.82,2126.52,20114130,22186540
11045980,2150.99,2111.4,2135.22,2139.14,15480630,17624290
11065330,2181.25,2099.23,2124.96,2143.18,20307090,22057840
10681330,2141.99,2067.25,2135.45,2072.13,20678000,22176770
10702430,2102.98,2066.44,2071.06,2077.85,17652320,19197010
10702430,,,,2077.85,,
10227920,2050.32,1987.3,2050.32,2000.65,28769300,33563250
9922843,2003.91,1923.55,1981.25,1929.13,26988610,32862240
9763922,1936.73,1804.77,1876.96,1895.99,36844910,47820260
10683230,2073.11,2046.22,2065.78,2073.11,32104700,36525390
11525070,2258.42,2130.31,2228.37,2207.61,98415570,101993900
11367040,2180.37,2118.92,2141.6,2123.48,69516670,78365620
11422730,2139.22,2050.97,2072.65,2138.85,40183630,45328180
11859330,2256.27,2139.62,2143.73,2223.53,71758270,74237900
11864370,2257.16,2192.13,2234.46,2243.66,59518100,59429940
11864370,,,,2243.66,,
11864370,,,,2243.66,,
11864370,,,,2243.66,,
11864370,,,,2243.66,,
11864370,,,,2243.66,,
11230790,2206.56,2128.27,2206.56,2128.7,41827330,45575260
11135540,2136.12,2024.65,2043.92,2102.45,41512000,43065310
10782330,2073.07,2000.52,2041.99,2022.88,34689890,36874690
10683980,2063.3,1993.01,2059.58,1995.3,31760270,33582300
10316400,1938.21,1881.67,1913.26,1906.96,32924100,39151580
10698760,1985.63,1841.53,1889.75,1985.49,37606420,43538110
10418390,2060.49,1934.46,2054.41,1934.62,48975100,54331940
10294600,1930.63,1892.01,1911.03,1914.36,26555890,31892380
9870414,1866.9,1818.93,1833.48,1820.9,32493840,40529650
9972382,1851.33,1805.67,1837.91,1833.26,23017420,28715410
10199090,1899.35,1802.09,1828.41,1896.73,28435440,33277150
10115710,1928.19,1880.52,1901.24,1881.41,33588990,38908380
9806462,1887.3,1832.45,1854.6,1833.32,26562830,32968560
9698444,1836.41,1779.13,1794.68,1834.78,29078800,35758640
9499253,1840.88,1769.11,1831.46,1781.6,27101010,32980660
8897674,1746.67,1652.79,1746.67,1654.67,27867500,36441840
9153745,1716.31,1607.67,1614.62,1705.82,36435870,46792800
8899698,1731.26,1657.65,1723.23,1658.22,31224260,38869490
9133230,1723.93,1646.34,1669.97,1697.66,32165790,41284290
8955267,1696.65,1655.09,1688.09,1663.66,21281890,28314530
8908862,1684.56,1643.42,1648.56,1653.54,19514000,25381090
8837462,1648.45,1606.73,1646.2,1627.76,18984750,26100160
9117583,1714.66,1641.26,1641.26,1691.42,31500400,42418210
8888623,1661.44,1638.34,1648.13,1649.78,21547040,30784180
9037409,1690.1,1612.74,1618.75,1677.83,23620460,31521580
9689004,1803.12,1714.12,1714.12,1801.66,47322290,63948850
9531734,1824.93,1778.33,1795.3,1781.36,49194270,66072850
9594913,1806.23,1754.29,1758.48,1801.82,34453790,44087950
9940358,1891.94,1765.63,1777.03,1874.08,64988750,83234540
10246010,1943.65,1874.93,1893.31,1943.65,73429580,91168700
10447460,1987.22,1919.97,1934.74,1987.22,70919180,87836620
9781312,1994.82,1831.76,1974.38,1839.82,76165740,97278350
10372520,1959.52,1823.27,1831.6,1953.16,64838110,82117410
10196200,1976.95,1900.27,1916.7,1932.43,66919020,83187020
10127130,1968.89,1835.09,1872.26,1920.73,66124270,83049330
9753187,1923.93,1835.86,1913.99,1837.64,39794610,50561500
9716792,1883.1,1801.56,1870.05,1834.29,34629650,42814580
9774287,1865.65,1815.01,1832.11,1843.49,34732290,45565630
9888307,1969.02,1870.04,1961.89,1870.47,71753340,88008320
9647549,1866.26,1815.45,1851.1,1829.92,40648510,51590660
9744312,1864.3,1799.84,1823.77,1864.2,38237150,48386320
9709649,1891.13,1814.9,1821.54,1868.63,48151920,61350220
10095820,1952.67,1884.6,1884.6,1952.67,67393260,85019140
10299630,2046.47,1978.14,1980.44,1982.93,98580210,119183400
10376920,2014.2,1965.09,1969.74,2013.17,59950690,74366320
10734880,2095.46,2033.98,2040.47,2095.04,89176050,107607100
10466680,2107.6,2038.07,2104.12,2040.85,77546690,92509810
10664450,2096.39,2014.28,2028.51,2096.39,70751380,83271060
10425250,2107.29,2043.62,2087.43,2046.34,63777700,73556220
10033000,2038.18,1936.28,2027.07,1960.38,54866540,67387260
10074850,2006.22,1941.05,1991.55,1975.03,40756430,50451090
10132230,1994.96,1919.87,1956.99,1994.45,38552240,47924860
10129630,2030.39,1995.65,2002.03,2001.42,49120180,58685140
10322050,2045.94,1982.43,2001.05,2045.1,48455150,58429220
10328350,2075.38,2033.11,2037.37,2052.11,53410380,63311220
10152430,2055.37,1993.33,2050.77,2017.55,43843460,52949460
9699481,2019.23,1918.43,2019.23,1918.95,50825760,63590460
9527296,1912.77,1872.65,1893.22,1887.07,34210510,44201820
9459480,1902.71,1848.71,1891.53,1870.76,30805980,39916830
9459611,1881.08,1850.5,1868.34,1862.1,28536300,34560880
9432494,1861.3,1816.06,1852.41,1854.76,29329550,35986860
9335014,1867.41,1824.53,1852.95,1833.43,29628500,37584620
9283443,1844.42,1813.73,1835.1,1817.72,27291900,35631340
9283443,,,,1817.72,,
9283443,,,,1817.72,,
9793715,1882.96,1837.84,1848.33,1882.96,39217070,48187010
10079790,1948.49,1873.01,1880.67,1942.79,59262160,70974100
9994272,1959.25,1930.87,1942.67,1931.18,50143410,59702160
9761931,1902.8,1873.65,1894.66,1887.99,47210800,53446480
9888857,1923.42,1886.49,1886.49,1918.36,41511200,47407220
9850868,1947.08,1905.62,1911.74,1920.69,46981490,54234140
9657776,1908.2,1874.97,1892.65,1876.18,40201460,49818130
10001680,1955.24,1873.63,1873.63,1955.24,52658990,59283220
9943901,1977.19,1930.29,1935.39,1954.87,67144770,78943650
10136350,2026.65,1965.44,1965.44,1990.21,84717650,96538620
10314990,2052.19,1993.95,2010.58,2012.46,69785520,81948180
10350880,2025.19,1986.06,2006.52,2025.19,45640110,53259250
10295730,2047.1,1988.24,1993.67,2021.71,59914190,64117420
10393960,2048.48,2012.74,2034.29,2044.55,53439120,58861940
10321920,2054.33,2025.19,2039.52,2032.68,49887820,57504100
10321920,,,,2032.68,,
10321920,,,,2032.68,,
10321920,,,,2032.68,,
10321920,,,,2032.68,,
10321920,,,,2032.68,,
10405390,2059.34,2029.72,2052.44,2057.06,46126540,51453900
10655110,2108.94,2049.89,2056.79,2108.91,75554100,87640290
10906010,2166.41,2117.02,2118.56,2166.41,87192140,100888400
10861980,2211.18,2135.67,2164.55,2150.97,101712400,115100100
11297120,2240.02,2158.08,2158.08,2237.28,95640050,106664900
11528290,2307.91,2257.49,2271.59,2296.67,119886800,129523700
11737790,2327.1,2263.53,2288.07,2326.75,107891600,116294500
11711910,2381.19,2275.57,2287.23,2331.14,144588100,147576600
11612950,2344.66,2248.48,2335.4,2318.34,116050200,119826200
12000360,2402.44,2307.09,2321.56,2399.06,134471100,140409900
12365070,2462.39,2397.18,2421.19,2462.24,147380400,152346700
12008390,2470.62,2384.79,2460.57,2385.29,137971300,141015000
11426740,2369.05,2272.5,2331.66,2275.84,112455700,115422000
11518960,2324.67,2259.59,2295.65,2298.41,88398850,90853920
11684610,2344.77,2276.3,2300.81,2344.32,85247200,86632060
11911700,2419.53,2307.92,2333.81,2410.48,109379800,109465400
11372670,2411.91,2294.52,2376.7,2301.85,127131200,127017600
11372050,2337.42,2226.44,2325.04,2304.25,108878000,107877500
10957790,2332.35,2167.15,2295.43,2190.18,101795400,102200400
10804940,2186.82,2117.06,2164.54,2140.49,80337460,87076400
10851350,2177.29,2112.34,2123.37,2164.67,60877950,62746180
10718890,2168.22,2100.64,2109.84,2142.15,64109630,66167310
11386930,2290.94,2150.24,2150.24,2285.15,105872100,110750000
11501990,2340.37,2259.8,2314.08,2304.92,128866600,131987300
11355200,2313.2,2255.82,2260.76,2286.58,85495310,85965440
10973790,2333.98,2198.54,2302.01,2202.53,83758900,86555940
11165880,2241.24,2168.32,2175.31,2240.78,55058100,56660450
11053230,2292.4,2212.88,2288.05,2220.38,70589120,70838670
11019290,2220.3,2156.6,2208.04,2215.7,53843890,55700100
10998290,2250.24,2200.97,2229.25,2205.42,54636240,54083090
11125490,2247.11,2180.05,2197.25,2241.61,48128290,48773840
11472830,2329.3,2239.67,2244.11,2322.4,94028670,92980530
11500170,2370.56,2328.86,2335.42,2332.65,103619600,101870100
11717880,2386.23,2331.26,2337.52,2382.56,101348400,97318750
11812880,2397.21,2343.27,2389.89,2379.84,114786500,109396700
12050040,2448.35,2375.52,2384.67,2439.39,127794000,116313000
12115490,2483.83,2440.53,2477.57,2451.78,121593400,111993500
11872220,2472.94,2401.05,2435.63,2401.33,105406200,95816660
12236570,2479.83,2379.95,2407.76,2479.79,118048800,113249400
12293330,2516.38,2481.69,2501,2498.93,134140100,135368500
12187960,2508.14,2471.37,2501.31,2484.49,100003500,94151660
3975420,2507.9,2423.57,2436.78,2507.79,106631200,95461740
12457010,2566.54,2519.89,2519.89,2548.22,137117600,126307600
12572360,2599.25,2558.26,2558.77,2576.4,143709000,135146800
12550490,2612.37,2555.61,2597.92,2570.5,131075700,123655200
12550490,,,,2570.5,,
12630770,2597.06,2543.65,2570.63,2576.95,93919100,86083250
12147060,2573.09,2479.35,2563.72,2479.35,107144400,99328080
12305860,2517.74,2457.42,2477.42,2517.67,82860980,74593700
12642740,2595.6,2530.62,2540.11,2595.53,121859800,104144400
13020740,2668.28,2619.37,2621.98,2656.52,156802000,139014500
13081900,2682.91,2637.38,2651.2,2676.87,126839900,110491300
13109650,2690.64,2627.81,2662.73,2686.99,133586100,120665300
13082080,2706.63,2643.32,2690.51,2687.11,131609700,123729600
12915030,2693.29,2628.63,2675.67,2650.69,116184800,101528800
13190540,2708.45,2640.99,2643.73,2707.67,105081500,95903680
13046680,2697.72,2634.53,2670.28,2675.44,118474000,108185200
12669980,2713.3,2563.36,2687.86,2576.28,131945300,124046400
12693960,2604.16,2543.91,2555.53,2593.56,84795650,80887940
12619090,2609.87,2570.38,2605.7,2572.89,81956590,73360960
12421200,2576.52,2499.44,2566.92,2513.29,75040610,72039380
12386950,2531.54,2485.8,2490.53,2518.53,66247490,59264980
12740580,2615.81,2514.14,2518.85,2605.37,91496800,81884990
12783580,2640.02,2604.45,2616.48,2622.93,96903680,85809340
12783580,,,,2622.93,,
13229580,2715.19,2632.3,2635.13,2714.3,113351100,102916600
13264870,2751.25,2713.23,2733.11,2727.01,112641900,102313700
13397000,2771.21,2713.54,2721.82,2764.98,118232100,105806600
13421970,2797.47,2731.8,2783.58,2767.08,136965800,122101200
13577100,2800.22,2733.33,2751.5,2789.22,120873200,106725000
13354050,2839.61,2725.27,2808.14,2725.32,140455700,125364400
13556910,2788.61,2699.95,2702.74,2788.56,93421460,88695940
13810700,2822.71,2775.57,2792.42,2814,123638000,107112800
13673360,2804.48,2757.54,2781.05,2792.6,96156100,82639330
13691290,2815.46,2773.32,2800.57,2796.12,74973020,64931420
13722060,2813.76,2740.92,2782.58,2810.57,88479090,74835780
13843850,2849.63,2821.95,2836.34,2840.08,116543200,97703620
13716150,2849.63,2812.6,2843.54,2812.86,105146200,87939200
13494450,2808.29,2735.77,2795.83,2750.01,102875800,85535390
13418170,2762.74,2719.12,2733.02,2740.68,74407180,61499010
13491170,2761.39,2675.28,2684.21,2752.72,91048820,74091660
13347140,2762.81,2718.55,2757.31,2719.76,88894880,72316000
13597070,2768.57,2715.82,2734.42,2759.71,78602240,67976640
13597070,,,,2759.71,,
13597070,,,,2759.71,,
14083310,2864.47,2798.93,2798.93,2858.34,132967800,108564900
14095550,2892.78,2855.06,2878.53,2865.1,130131800,108338400
14406400,2939.39,2864.71,2865.73,2939.39,131606600,112073300
14359090,2961.04,2899.67,2924.27,2953.75,153770700,130127700
14286310,2975.17,2937.18,2966.06,2939.31,131348000,108476300
14356490,2978.23,2912.49,2937.63,2948.48,114538900,96116350
14490210,2960.9,2892.72,2948.95,2960.56,108747400,91989870
14645890,2995.7,2966.58,2972.42,2989.59,116455500,101790000
14527800,3000.86,2951.27,2982.97,2961.63,101890300,87115980
14247850,2976.86,2883.32,2955.57,2906.29,92135550,80067060
14491920,2967.1,2898.07,2911.42,2966.19,92689630,74352080
14425260,2979.41,2929.04,2936.51,2961.22,89928380,70179230
14618140,3017.41,2930.49,2957.58,3010.59,99945520,77293100
14855920,3061.75,3014.44,3014.44,3057.43,122777100,96281310
14999790,3086.72,3047.27,3061.9,3080,119434500,102518100
15095860,3116.15,3072.53,3106.39,3082.56,122685100,103952600
15078100,3128.53,3028.45,3036.4,3083.89,127094800,111506700
15258540,3121.21,3068.24,3079.49,3120.73,132431200,109424300
15272810,3141.17,3103.87,3125.66,3117.92,107706600,82806880
15282440,3137.08,3109.32,3126.23,3128.42,88663490,70500900
15547330,3182.41,3122.16,3132.11,3179.97,107539200,84997070
15464990,3195.72,3159.63,3191.64,3166.47,118926100,86782340
15979020,3238.79,3150.65,3153.54,3237.9,129830700,96950560
16256650,3285.09,3247.57,3248.2,3282.36,152594600,112989300
16416140,3327.67,3249.11,3254.93,3327.13,142531300,105732600
16641330,3378.05,3333.1,3333.1,3374.75,175857300,135264000
16437690,3393.22,3327.35,3368.33,3340.49,160450600,129600800
16390550,3368.07,3261.32,3306.43,3352.27,147303000,113867600
16610730,3396.48,3334.68,3348.22,3396.3,148249500,113081500
16563730,3428.03,3375.96,3398.91,3398.31,140745800,106174900
16362720,3403.74,3358.52,3382.57,3361.01,132301000,99619650
16724260,3454.75,3375.87,3375.87,3454.75,143258200,107520400
16949500,3497.51,3467.13,3467.13,3493.3,176773100,133483000
16942910,3543.02,3489.56,3516.78,3501.24,178974300,129313300
16978580,3527.46,3482.87,3499.51,3521.99,142324800,103784200
17402930,3594.87,3515.53,3532.52,3591.12,189689500,136468500
17139230,3610.33,3533.16,3603.4,3539.83,184934800,130601000
17586100,3607.37,3532.38,3532.63,3606.92,168877700,115238500
17763230,3653.84,3596.36,3613.6,3651.97,160980400,116381600
18016660,3687.49,3591.88,3672.21,3667.56,182205100,127979300
18352560,3744.24,3669.51,3680.15,3743.63,200824100,138808000
18361230,3756.78,3705.04,3745.55,3755.82,210479400,146267900
17449180,3765.59,3453.64,3741.78,3558.51,226560300,167406100
17765710,3656.92,3511.29,3587.05,3634.82,185493800,134968900
18254700,3735.8,3635.55,3670.19,3734.62,184431900,132239800
18527310,3789.93,3716.57,3754.22,3787.03,198440900,136415900
18563700,3803.06,3712.43,3803.06,3786.61,205134100,141035700
18304830,3789.13,3691.98,3781.4,3740.94,194012100,133444400
17905520,3739.58,3602.57,3707.91,3663.12,178406400,118101500
17365630,3686.54,3539.7,3655.46,3555.09,148656100,100575700
17289650,3613.46,3485.36,3589.72,3544.54,126564900,84870670
17380530,3569.15,3509.72,3558.64,3556.38,95318910,64497180
16571610,3546.5,3390.36,3546.5,3397.4,131868000,92535380
16758390,3448.86,3338.85,3398.89,3440.82,123584100,87081790
16299830,3454.94,3334.73,3437.95,3344.46,126573200,88248620
15347040,3319.8,3137.48,3283.44,3140.27,121242700,91723890
15558610,3186.81,3083.2,3110.71,3171.99,100691300,77343020
14903020,3183.01,2982.22,3178.28,3014.57,104778700,81604020
15586350,3146.57,3021.25,3021.25,3144.39,107656300,79519220
15846680,3221.17,3113.7,3135.37,3203.62,113910800,86616800
16013350,3241.52,3178.86,3222.4,3229.6,110907900,80414060
15561530,3210.85,3019.12,3210.85,3109.83,128446100,97530130
15828580,3203.79,3065.46,3082.68,3172.39,109792500,82036400
15676340,3212.27,3116.89,3149.57,3156.3,103604600,80125200
15199360,3168.19,3030.73,3152.04,3046.78,108787300,84017940
14143120,3003.54,2825.77,3003.54,2830.27,105568300,84517300
14248720,2901.28,2795.49,2804.58,2843.7,87743200,70535300
14429700,2904.79,2813.62,2824.64,2890.93,76293180,60843380
15152990,3059.99,2892.65,2898.45,3051.96,118821400,93157440
15228380,3099.38,3038.99,3055.35,3077.14,116181700,86984700
15327880,3153.23,3078.13,3097.79,3104.21,113813200,82790740
15612700,3170.97,3047.3,3084.2,3170.97,117969300,83965630
15716690,3207.39,3143.74,3188.31,3194.91,131813700,91191150
15596490,3204.12,3150.17,3179.19,3162.91,91467410,66566000
15941120,3253.45,3152.69,3152.81,3238.13,108989400,80689650
16135430,3298.9,3240.53,3248.35,3293.39,117064800,87393870
16165620,3325.74,3264.95,3298.81,3302.64,116411500,87092180
15958280,3296.94,3212.44,3290.39,3258.24,123641500,88244480
16272060,3329.12,3274.58,3274.58,3320.1,125326000,91333390
15737490,3330.43,3170.96,3325.06,3199.69,131632000,100488400
15746730,3210.64,3090.61,3163.51,3208.6,99685170,72801970
15382450,3237.22,3131.02,3196.01,3131.03,101633700,73425090
15088270,3159.17,3041.41,3130.14,3060.07,89049550,66013710
15162940,3122.05,2989.24,3041.82,3080.93,86891300,65152100
15087610,3090.07,3028.41,3057.11,3058.53,60733010,45820480
14695220,3088.08,2959.74,3066.37,2972.64,54593200,41918350
14682940,2998.55,2923.93,2975.53,2972.29,56674420,45932350
14845840,3033.74,2988.29,2992.98,3004.8,54803600,42184510
14845840,,,,3004.8,,
14845840,,,,3004.8,,
14845840,,,,3004.8,,
14845840,,,,3004.8,,
14845840,,,,3004.8,,
14845840,,,,3004.8,,
15566420,3164.03,3071.27,3078.75,3163.71,76061650,56871040
15463480,3193.59,3151.26,3181.58,3151.63,81562320,58961950
15679940,3199.92,3140.5,3144.02,3198.52,68577120,50713700
15836910,3276.55,3204.31,3209.06,3227.4,111183200,80978110
15896350,3287.63,3227.09,3258.55,3239.64,85391950,60562000
15875050,3268.42,3188.43,3250.1,3241.71,78892050,55636240
16229630,3330.79,3231.81,3238.85,3329.16,113841400,77683140
16478320,3379.63,3343.02,3355.36,3377.57,128508400,89426270
16416600,3414.66,3358.55,3375.03,3369.28,117445200,83488930
16295030,3381.14,3341.41,3364.14,3347.32,87978510,60936580
16611900,3436.39,3354.98,3354.98,3413.25,120909000,86725420
16614650,3432.89,3385.44,3421.7,3414.24,97800960,68442510
16130980,3392.1,3314.32,3384.29,3314.72,105228800,74209540
16190190,3337.17,3258.27,3303.77,3329.33,86228530,62594850
15816450,3291.18,3239,3265.19,3247.05,84414930,61305340
15998890,3329.54,3276.32,3305.38,3280.37,84226400,60647060
16451440,3394.72,3198.31,3205.83,3392.8,110679400,81981150
16628360,3447.48,3397.25,3402.53,3435.42,115935400,83791090
16703590,3476.34,3415.22,3443.52,3453.89,117780700,86065260
16816000,3471.83,3432.26,3458.86,3464.32,103539100,80647780
16870780,3506.03,3474.36,3491.07,3483.02,124138400,92190300
16919060,3495.89,3452.61,3487.11,3495.79,108916000,78050900
16953420,3532.19,3501.5,3520.39,3503.78,116073600,84300980
16919650,3514.83,3468.86,3500.59,3495.67,100494400,72626320
16908740,3529.06,3487.68,3506.95,3499.99,106569500,79962660
16986420,3518.89,3445.36,3489.54,3518.72,122356600,91210160
17480460,3625.89,3541.05,3541.05,3625.8,170544800,123157300
17513140,3649.42,3619.99,3644.96,3628.35,135058700,97391360
17607700,3652.81,3612.79,3633.85,3630.23,119034900,89226270
17666350,3653.9,3604.61,3638.07,3642.44,125514300,94940080
17580880,3658.21,3597.31,3630.58,3631.01,127585200,94750740
17719950,3666.27,3628.19,3636.53,3665.51,135750400,93990930
17157420,3698.13,3538.86,3680.75,3548.08,203722000,147566800
17486590,3630.3,3508.06,3541.51,3629.63,157030800,114602300
16863540,3646.61,3472.95,3635.79,3485.77,180809400,127882400
16449340,3480.93,3367.29,3440.34,3382.51,125776000,89294690
16980610,3511.76,3415.08,3415.08,3511.67,117377400,84415330
17173380,3566.78,3485.52,3507.56,3560.83,138002600,101518600
17346690,3607.56,3570.29,3578.87,3597.33,138929200,98052030
17311280,3603.12,3551.48,3596.95,3590.88,128562600,89978560
17666180,3646.26,3530.06,3581.63,3643.49,188844000,134130900
17739920,3672.8,3633.44,3644.63,3668.83,131991700,91225540
17539360,3671.04,3590.94,3670.81,3624.02,118750800,82940860
17258720,3603.7,3543.42,3579.28,3554.48,97091970,68521500
17329790,3601.29,3544.9,3579.83,3577.24,81151390,57563730
17295890,3614.95,3568.51,3589.41,3575.02,74282930,54550910
17627820,3623.27,3495.64,3572.53,3612.75,113441700,83785010
17451710,3620.32,3578.28,3594.51,3583.34,98783620,69186480
17324700,3610.68,3550.67,3568.28,3560.72,81340900,56963900
16945950,3582.44,3475.84,3571.05,3480.15,86756660,63286190
16605140,3453.35,3385.67,3450.04,3391.73,89137660,66111010
16636960,3404.64,3354.65,3386.33,3396.62,69055780,48329790
16257900,3404.75,3296.76,3402.23,3305.54,75498510,53942670
16349640,3342.99,3296.29,3303.73,3336.48,67948260,48064500
16792610,3445.7,3339.3,3346.76,3438.82,94811620,64377810
16711660,3441.96,3410.67,3434.33,3424.78,68701820,46914580
16964380,3489.57,3432.82,3432.82,3478.43,78965980,55375380
17068130,3501.25,3451.18,3481.9,3500.74,78053660,55535760
17382830,3561.44,3498.38,3503.82,3558.86,124684600,88429360
17442050,3579.52,3542.38,3561.37,3575.68,98004020,69241890
17442050,,,,3575.68,,
17486930,3597.75,3535.23,3592.47,3535.23,93419820,66101070
17685710,3577.53,3497.66,3545.19,3564.04,128302400,85809630
17533980,3588.83,3541.17,3558.7,3541.73,121046000,78473120
17195700,3558.56,3452.77,3543.16,3471.46,120436200,80350030
17181440,3482.08,3426.7,3456.91,3480.13,90190960,60790240
17236320,3594.53,3465.32,3593.11,3482.05,134114000,89980160
17561280,3535.41,3437.66,3477.84,3534.92,134071400,93743260
16965780,3490.11,3415.69,3448.29,3421.14,159860400,112457900
17159890,3470.32,3411.81,3433.47,3469.05,118107900,83353250
17199120,3500.07,3448.66,3472.52,3482.74,104035200,72543090
17241100,3501.26,3458.04,3471.78,3500.68,117884300,82854300
17285300,3528.39,3497.09,3506.81,3507.48,108023500,74883230
16778020,3515.45,3387.82,3512.25,3394.43,128416200,92495140
16821100,3425.18,3364.72,3397.04,3408.57,100076600,70595060
16669990,3390.8,3293.19,3364.45,3366.2,119197800,88933390
16501970,3372.43,3326.27,3340.01,3327.99,76626620,56849170
16127450,3341.2,3222.14,3328.11,3242.8,81586050,61752220
15946480,3255.12,3183.36,3243.04,3198.57,70540270,52691390
15964300,3220.31,3168.46,3195.29,3206.57,64082110,46990700
15923520,3249.45,3176.92,3190.31,3204.15,68018110,50262610
15643430,3198.31,3116.44,3198.23,3152.71,75982140,57001380
15617670,3211.94,3143.08,3170.78,3146.19,68318400,50130030
16027550,3231.1,3094.57,3160.71,3230.71,87536240,64798880
15937340,3242.52,3190.44,3206.43,3218.8,75466540,58972720
15632590,3177.42,3129.92,3147.72,3153.09,73693120,59105840
15613970,3172.31,3133.81,3152.25,3150.99,47902420,37355940
15695950,3178.95,3144.48,3147.76,3169.19,45222660,35953150
15887630,3214.46,3182.83,3195.14,3214.13,48152140,34219890
15930750,3238.35,3207.16,3216.69,3220.4,46999710,35791040
16098270,3253.2,3228.74,3232.88,3251.28,46703220,34058220
16098270,,,,3251.28,,
16098270,,,,3251.28,,
16098270,,,,3251.28,,
16098270,,,,3251.28,,
16098270,,,,3251.28,,
15997550,3261.95,3232.78,3248.95,3233.34,49981330,38283760
15833120,3225.39,3152.93,3225.39,3198.63,62386060,42742900
16033010,3244.82,3165.13,3177.08,3244.48,64414100,49989420
16236730,3294.14,3249.33,3252.15,3292.13,89485790,67586610
16178570,3301.15,3273.69,3286.09,3281.67,70171660,52107280
16370990,3330.38,3287.56,3290.01,3324.42,81205680,60504510
16283120,3339.89,3299.68,3327.1,3311.24,76233980,57034370
16385870,3335.65,3293.92,3313.02,3335.08,78442130,60622720
16027440,3345.91,3244.98,3338.67,3250.57,89462910,69346800
16053080,3276.4,3239.68,3253.16,3259.76,59621170,45629140
16160870,3293.93,3258.03,3268.4,3286.18,54686540,41540860
16268040,3322.51,3255.98,3285.62,3305.86,71971300,54199470
16170550,3321.08,3267.76,3304.04,3279.69,61760420,46421070
16192980,3303.49,3251.7,3282.2,3276.7,63732660,47487740
15993900,3284.26,3232.12,3277.31,3233.13,52611200,39957340
15786860,3234.82,3171.8,3231.22,3183.18,49219890,37844300
15859330,3204.29,3169.1,3183.77,3203.97,41510420,30847780
16160440,3274,3207.27,3214.22,3273.92,62587390,45800930
16125170,3295.37,3256.59,3277.88,3267.55,62509120,46948000
16249070,3296.41,3251.14,3270.98,3293.87,62114220,46062180
16269130,3313.92,3288.51,3297.82,3302.63,65652980,49439460
16157680,3309.12,3272.92,3305.55,3275.57,62145520,46539540
16166910,3298.54,3271.03,3282.05,3276.67,58330290,44547950
15965550,3270.39,3222.82,3270.39,3229.13,58604750,44984270
16177210,3285.39,3220.59,3226.8,3275,61592830,47444960
16565860,3363.6,3293.67,3295.76,3358.54,110327000,84724900
16591220,3372.26,3350.31,3361.35,3366.71,78682660,56436980
16464540,3369.9,3338.74,3369.19,3345.61,72120880,53124270
16659440,3392.48,3349.88,3349.88,3391.93,92360480,67772660
16730200,3412.2,3391.81,3400.14,3407.35,99040750,69073440
16730200,,,,3407.35,,
16714280,3436.29,3386.89,3422.85,3405.14,93985870,65191700
16637100,3404.58,3369.02,3403.09,3386.95,76733150,54011220
16439470,3381.31,3336.16,3381.31,3346.74,89317460,62185310
16568810,3379.4,3342.47,3348.77,3379.17,75590350,51280560
16435740,3393.56,3330.3,3388.35,3351.48,105996600,74565140
