SHANGHAI SHENZHEN CSI 300 - MARKET VALUE,SHANGHAI SHENZHEN CSI 300 - PRICE HIGH,SHANGHAI SHENZHEN CSI 300 - PRICE LOW,SHANGHAI SHENZHEN CSI 300 - OPENING PRICE,SHANGHAI SHENZHEN CSI 300 - PRICE INDEX,SHANGHAI SHENZHEN CSI 300 - TURNOVER BY VALUE,SHANGHAI SHENZHEN CSI 300 - TURNOVER BY VOLUME
CHSS300(MV),CHSS300(PH),CHSS300(PL),CHSS300(PO),CHSS300(PI),CHSS300(VA),CHSS300(VO)
13895360,,,,2345.74,,
13895360,,,,2345.74,,
13852340,2365.99,2298.3,2361.5,2298.75,32572540,34344560
13773900,2316.66,2272.15,2290.78,2276.38,37635260,43016480
13871320,2291.88,2254.57,2274.35,2290.6,31079360,35198990
14254370,2368.89,2271.72,2291.18,2368.57,51478110,54727330
14635270,2449.95,2361.28,2365.77,2447.35,75249150,81154980
14559520,2453.15,2423.32,2444.76,2435.61,57587220,58705660
14544220,2464.38,2423.32,2426.82,2435.22,47877390,47121260
14387320,2445.79,2374.54,2438.4,2394.33,47228340,45513980
14152580,2394.5,2345.63,2376.95,2345.65,34410380,30527140
14730960,2462.43,2329.25,2347.57,2460.6,64324130,64205650
14522070,2485.5,2414.53,2464.92,2422.19,67058830,63892350
14739310,2480.21,2414.98,2423.86,2468.35,56377650,55615710
14895090,2510.34,2462.59,2476.73,2504.09,57474460,54529780
14895090,,,,2504.09,,
14895090,,,,2504.09,,
14895090,,,,2504.09,,
14895090,,,,2504.09,,
14895090,,,,2504.09,,
14651710,2508.88,2460.4,2508.88,2460.72,44770880,43517140
14696270,2472.84,2447.77,2462.34,2464.26,32694130,30701490
14530420,2481.66,2423.45,2458.23,2428.99,37752320,35015360
14820620,2486.24,2429.71,2437.47,2486.24,44126370,42066980
14915370,2514.64,2470.28,2478.34,2506.09,51507540,49949230
14900770,2520.76,2488.71,2511.17,2504.32,47541520,45079900
14645450,2489.03,2441.7,2489.03,2457.95,40034270,39679150
15014200,2534.16,2451,2456.42,2528.24,61721300,56186450
15012390,2546.02,2513.13,2525.59,2529.23,63456190,59299740
15018110,2560.03,2521.15,2521.68,2533.62,60029470,61575870
14997560,2553.45,2496.3,2504.41,2531.98,54282610,51913970
14948150,2533.26,2506.54,2528.97,2522.11,43723680,40430100
15074880,2562.07,2511.29,2515.83,2549.61,60422380,58090370
14994780,2559.34,2519.04,2544.64,2536.07,55165630,54395420
15002620,2558.34,2522.86,2551.81,2537.09,40458000,38994700
15041240,2574.75,2539.9,2571.91,2540.71,56748910,56153330
15151520,2562.91,2520.79,2544.83,2562.45,47758220,47894800
15292750,2598.86,2560.34,2564.31,2597.48,76421790,76376660
15338520,2614.54,2590.52,2595.78,2606.26,72612080,70377120
15542030,2648.02,2602.78,2607.34,2648.02,88058610,85999700
15595760,2693.84,2656.57,2658.12,2656.57,106670200,101514000
15640700,2671.83,2641.46,2652.34,2662.46,77213040,77592530
15493900,2666.65,2631.78,2655.86,2634.14,64875220,59120190
15462510,2647.78,2621.86,2622.74,2633.34,46524060,42148430
15687390,2679.93,2637.96,2637.96,2679.93,66981580,64122030
15567400,2694.61,2660.95,2687.74,2662.7,74973250,71395460
15345500,2657.96,2615.6,2654.8,2621.05,68852540,62447140
15247210,2628.58,2594.13,2596.48,2603,63243280,56948720
15400960,2645.95,2612.4,2612.4,2635.79,64458850,57549410
15526290,2664.41,2631.41,2644.1,2664.3,65963440,55258910
15469780,2666.43,2636.42,2663.24,2654.4,74367700,62327220
15607020,2681.33,2649.17,2653.68,2681.07,66429760,58404460
15236500,2705.75,2595.34,2694.47,2605.11,117080400,108426500
15151830,2618.25,2575.44,2602.66,2585.55,77042750,72565950
15329590,2624.32,2577.24,2591.8,2623.52,67451810,58091250
15349530,2631.04,2598.63,2617.66,2630.01,68803940,57646620
15142330,2622.66,2584.02,2622.66,2584.44,64263810,58114060
15150010,2613.27,2569.07,2597.38,2587.79,66674910,58002540
15136650,2599.24,2570.45,2586.94,2583.75,50115500,44926770
14986980,2578.82,2544.52,2575.33,2552.94,47812430,43329250
15005810,2562.93,2540.7,2551.42,2555.44,36356130,31816210
14968350,2571.9,2544.37,2565.55,2547.14,47394450,35944590
14611700,2540.42,2471.03,2538.46,2474.9,54993630,50005780
14432550,2476.48,2429.73,2463.69,2443.12,48651580,46131300
14511860,2461.98,2438.49,2447.94,2454.9,39139730,37027070
14511860,,,,2454.9,,
14511860,,,,2454.9,,
14511860,,,,2454.9,,
14761580,2517.39,2441.27,2449.21,2512.83,58049680,54331680
14776280,2525.53,2502.7,2509.44,2519.83,47207790,42368580
14649670,2518.38,2491.59,2510.53,2495.15,38180740,35370980
14770430,2519.81,2459.35,2490.28,2519.79,44064830,41335900
14779070,2541.13,2489.32,2494.52,2520.04,43627970,42510300
15047510,2570.84,2516.57,2522.83,2570.44,59536940,56488400
15085250,2593.79,2570.03,2575.05,2580.45,61892980,53092640
15048410,2586.2,2559.78,2564.23,2574.04,42650750,40839700
14916350,2578.76,2541.53,2572.36,2541.88,38328420,37815460
15203800,2602.11,2546,2550.9,2599.91,59360990,58688400
15173330,2606.86,2585.3,2598.33,2596.06,55512930,46448100
15353350,2627.38,2589.35,2591.51,2626.84,63829900,61446370
15236750,2632.09,2599.11,2624.75,2606.04,62073940,58664930
15251380,2640.29,2559.46,2594.8,2604.87,73150510,71139550
15343890,2631.44,2593.33,2598.23,2625.99,63529460,62468050
15354400,2643.77,2617.09,2632.72,2631.49,64377470,58965660
15325810,2637.92,2623.6,2630.55,2626.16,53345500,48233580
15325810,,,,2626.16,,
15325810,,,,2626.16,,
15632450,2697.95,2643.53,2660.67,2683.49,92366080,80148640
15649510,2693.88,2675.81,2679.52,2691.52,72337330,59361090
15739900,2716.03,2677.14,2689.62,2715.88,73699540,63218080
15739850,2717.78,2694.32,2699.45,2717.78,82715660,68547310
15699400,2717.82,2683.56,2717.41,2709.12,73744500,63110830
15422340,2685.19,2655.32,2685.19,2657.51,69482580,58400270
15425860,2667.67,2649.38,2657.87,2657.21,54056940,46962580
15318130,2666.57,2636.52,2652.31,2636.92,49392900,41006130
15204200,2656.28,2613.35,2653.81,2615.53,60331280,52082480
15177930,2618.17,2591.6,2597.64,2617.37,51374750,45767260
14971700,2612.63,2574.08,2610.16,2574.65,47863540,43280270
15176850,2619.59,2571.2,2577.96,2613.94,49203900,43728380
14954410,2603.19,2567.3,2595.55,2573.98,46907500,43422110
15015480,2604.22,2563.97,2572.37,2587.23,44300400,38602080
15180900,2627.6,2597.6,2598.17,2627.52,49392400,42773520
15118030,2635.78,2598.29,2621.79,2616.87,52563390,43719520
15026410,2630.41,2588.21,2613.09,2595.26,50064430,42844060
14922980,2602.17,2565.65,2595.26,2573.1,41420080,39272990
15114710,2614.85,2545.34,2562.6,2614.69,58412340,56339260
15284480,2658.25,2612.56,2615.14,2650.85,78681500,72135630
15239220,2655.16,2636.52,2646.37,2642.26,56976270,51855420
15159950,2645.59,2617.23,2623.16,2632.04,49875040,44107460
15171570,2653.86,2623.29,2633.6,2633,53843390,44191060
14783720,2608.32,2558.92,2598.73,2559.03,60615570,52478500
14797990,2573.89,2548.76,2565.19,2558.84,43553300,37779900
14790080,2573.74,2547.33,2564.23,2557.4,41316900,33857680
14682890,2584.04,2536.26,2579.42,2542.18,42052990,34841180
14603610,2559.13,2520.41,2558.84,2524.33,47638000,43856420
14757580,2565.43,2523.77,2529.6,2558.26,43449650,40098260
14656210,2553.91,2529.95,2543.76,2540.18,40259900,37936670
14822940,2581.11,2539.63,2546.79,2580.64,51291260,45014560
14673150,2584.71,2558.56,2573.33,2560.42,46331810,40247920
14740480,2580.17,2538.57,2565.19,2568.05,48868290,42786060
14796770,2593.22,2572.99,2576.63,2581.21,40852450,35693620
14687510,2577.36,2556.1,2577.36,2558.62,37020030,32700540
14645550,2570.66,2549.44,2563.64,2552.61,33573660,29850620
14438190,2547.05,2502.42,2547.05,2512.18,38607950,35396720
14438190,,,,2512.18,,
14198520,2501.16,2455.01,2501.16,2456.52,42503500,40106720
14189030,2465.12,2434.64,2442.56,2454.91,33896500,31734000
14162830,2470.76,2444.34,2452.67,2447.19,31437580,30007550
14057570,2459.19,2425.24,2451.66,2425.73,34418780,30543100
14241480,2462.81,2417.49,2418.86,2461.61,40976530,37994930
14546840,2473.97,2452.99,2473.54,2465.24,45651470,40510060
14571300,2490.55,2457.45,2464.85,2468.72,45004640,38693340
14555190,2481.34,2455.99,2474.53,2464.92,37837650,34452130
14406020,2450.3,2420,2450.3,2430.37,35946190,34726140
14573390,2477.23,2420.36,2435.06,2472.61,56601780,49610590
14242600,2470.2,2414.95,2455.89,2416.04,54601730,49223300
14215330,2426.53,2402.37,2411,2406.71,38539020,35549980
14292330,2427.79,2402.15,2402.18,2425.57,39851890,37624300
14373670,2460.56,2404.58,2420.04,2449.18,65137540,56717680
14387840,2467.99,2438.98,2441.01,2450.63,42013570,36725250
14174450,2452.59,2399.61,2452.59,2399.73,45844880,42771860
14249520,2421.93,2391.28,2391.9,2414.2,38285440,33424320
14271230,2420.78,2373.65,2412.06,2414.33,44325490,41751780
14341880,2444.06,2401.29,2407.44,2424.32,47704030,46949040
14213230,2423.8,2392.18,2415.71,2398.45,36683620,37619740
14027600,2379.88,2357.51,2379.88,2365.43,33178930,32390370
14066440,2392.35,2352.8,2353.22,2375.99,31149100,30310060
14001580,2381.04,2357.47,2368.38,2360.08,25730590,24896500
13938790,2374.87,2344.69,2360.13,2347.49,31326380,31314080
13965520,2364.98,2341.29,2353.94,2349.11,33048180,31090510
13916900,2367.03,2334,2350.78,2335.79,29907970,30484850
13916870,2350.07,2329.5,2336.88,2332.92,31196320,32099710
14038850,2371.12,2331.95,2332.13,2358.65,31277760,31420850
13937060,2358.56,2325.61,2354.07,2334.88,29751150,31516140
14056040,2354.16,2329.93,2340.25,2353.74,31106940,29769780
14185710,2388.36,2348.12,2350.12,2385.61,43686670,41820660
14186730,2390.78,2379.45,2383.26,2388.87,40403700,38285490
14212510,2405.18,2382.82,2390.96,2389.79,41340850,37810450
14305360,2412.14,2378.85,2388.43,2411.7,43256100,35658940
14253270,2413.42,2395.91,2409.94,2399.75,40699220,34702990
14045860,2394.5,2350.81,2394.5,2351.93,46249660,44783540
14069830,2357.85,2324.91,2352.66,2357.02,42404670,39850060
13938440,2350.02,2330.15,2350.02,2331.61,30332540,30580180
13888780,2335.4,2317.06,2327.91,2319.67,27076000,25902900
13875020,2322.88,2295.16,2318.43,2313.48,28629950,26065710
13813650,2307.41,2279.95,2294.9,2301.79,27174820,27402030
13864070,2327.38,2296.55,2301.93,2313.7,34757860,34895090
13784980,2317.37,2285.75,2315.14,2295.59,31547500,31708400
13799150,2311.65,2285.37,2298.18,2302.2,33789600,31335330
13673020,2299.3,2274.57,2295.68,2275.68,32986340,31869580
13467860,2268.48,2228.15,2268.48,2228.2,35384140,37386180
13567850,2250.6,2222,2226.9,2238.41,30331070,33773600
13426830,2240.11,2214.43,2230.2,2214.81,27396180,29010640
13436400,2223.19,2188.72,2204.51,2211.37,33867200,35491310
13394710,2218.87,2203.12,2205.57,2204.87,23340880,25964980
13473870,2236.56,2197.71,2201.12,2228.37,35299170,38548590
13363880,2234.88,2199.51,2231.72,2204.41,33220190,34852690
13310230,2209.54,2186.96,2199.74,2199.88,30445170,34751820
13393040,2218.68,2199.86,2204.44,2217.82,26873310,31695870
13920740,2341.52,2233.91,2233.91,2317.18,84302240,94529760
13962510,2334.5,2313.57,2320.56,2326.67,63252030,65330540
13868070,2316.53,2294.82,2316.53,2311.89,43389760,46260700
13895310,2337.2,2298.3,2325.92,2320.07,46485170,49622510
13797110,2325.53,2298.37,2316.68,2298.46,38023980,42049840
13897830,2332.42,2298.83,2324.01,2315.54,55438610,61571810
13612720,2314.99,2258.18,2312.05,2258.7,43753170,48984720
13468790,2253.14,2228.04,2249.42,2235.24,30171490,33228690
13511170,2249.24,2229.49,2237.22,2246.24,32607010,34349700
13247440,2236.19,2194.22,2236.19,2195.95,38385860,42545780
13270450,2217.47,2186.53,2190.33,2199.06,34043360,38120590
13321610,2225.8,2172.88,2183.97,2215.52,33608750,37501680
13313030,2225.33,2202.38,2209.97,2210.15,26677060,27877010
13169010,2216.82,2181.08,2208.91,2184.89,24918910,27454620
13540340,2266.3,2185.77,2186,2251.72,48210580,53016900
13746410,2297.03,2234.32,2235.06,2293.11,54431460,57875820
13746410,,,,2293.11,,
13746410,,,,2293.11,,
13746410,,,,2293.11,,
13746410,,,,2293.11,,
13746410,,,,2293.11,,
13642230,2305.18,2258.11,2291.96,2270.05,33915840,35534420
13905550,2327.73,2281.75,2281.75,2320.16,48330190,52548880
13923210,2325.75,2304.61,2314.59,2324.12,37873980,42686220
13820310,2321.35,2300.93,2315.9,2302.53,36172960,41300640
13837460,2332.15,2287.01,2311.28,2304.53,33205890,36874140
13798950,2307.88,2278.46,2306.01,2294.86,28569010,28651740
13796200,2315.45,2287.59,2293.24,2298.16,32705140,32059660
13833600,2312.17,2280.82,2307.36,2300.8,31270900,33349410
14006160,2341.12,2305.88,2307.49,2336.08,45050290,50615090
13990680,2342.53,2328.73,2335.1,2332.47,33173020,35927730
14017770,2347.89,2315.89,2320.47,2341.59,32815260,34368270
13876780,2344.04,2309.25,2340.89,2312.08,33716860,37221260
13867840,2321.43,2302.17,2303.4,2307.78,30392370,37542430
13778780,2322.92,2288.6,2306.73,2291.24,33183520,44351520
13552570,2293.18,2237.06,2291.31,2247.91,34530060,40900510
13501710,2248.14,2227.65,2241.8,2235.85,25328640,27581310
13529890,2257.95,2231.78,2236.32,2239.88,29516620,34083120
13584370,2256.09,2233.68,2241.43,2254.82,30634350,37169790
13823950,2305.63,2256.41,2256.61,2297.88,45602130,50761730
13888400,2309.67,2284.72,2297.9,2306.77,34893870,39833280
13862100,2318.23,2290.13,2302.74,2301.88,33663150,39510370
13813590,2304.05,2260.51,2301.98,2292.21,34473380,39280620
13807960,2300.89,2277.02,2288.76,2287.5,30278450,33067390
13596660,2275.4,2245.4,2269.58,2245.4,30411860,35426460
13575120,2252.2,2235.23,2241.76,2240.92,24374270,30506960
13630150,2254.7,2232.74,2242.96,2251.85,29040820,34721680
13429760,2250.84,2208.72,2250.84,2212.44,28818450,34083700
13489450,2225.12,2206,2213.09,2223.11,23592320,26758780
13339720,2220.99,2193.52,2210.75,2193.62,23778690,28319140
13229840,2191.61,2162.98,2189.51,2177.24,26118240,30247780
13217470,2176.49,2149.54,2175.18,2174.98,26737220,26978660
13167850,2184.33,2163.53,2180.2,2164.88,22999180,23948910
13310590,2195.46,2151.38,2165.41,2194.9,27121940,30508480
13217190,2185.58,2169.66,2181.18,2177.55,21536140,22912340
13296640,2202.47,2179.73,2184.41,2192.68,26307620,28667490
13219960,2191.36,2172.1,2187.24,2175.6,22231490,24742690
13114060,2173.46,2150.22,2168.59,2150.64,26149730,31946740
13027470,2144.8,2126.03,2142.5,2129.16,24423310,30009330
12966490,2140.88,2114.48,2128.8,2115.68,24016260,29670620
13061800,2142.86,2109.96,2114.24,2139.66,28552060,36406900
12929170,2152.61,2108.15,2136.7,2108.85,34173650,40186750
13028120,2135.66,2102.13,2104.93,2131.47,31732340,36225900
13403660,2219.09,2126.79,2128.39,2207.88,69109040,82487090
13374540,2216.98,2191.23,2205.6,2203.6,42758560,48574690
13580470,2250.53,2198.11,2203.89,2246.76,64996500,76169740
13708940,2276.28,2250.44,2254.91,2271.05,61399760,73375470
13655800,2274.99,2254.3,2263.21,2258.5,45087970,51468690
13708930,2273.21,2247.95,2257.73,2267.77,39182530,45006450
13578000,2266.72,2242.56,2260.6,2242.63,36665680,41942100
14179110,2357.11,2245.64,2245.64,2355.86,93934740,110892600
14227770,2380,2358.66,2359.2,2366.7,85000820,94088190
14250920,2398.63,2347.08,2361.09,2368.12,78802830,85784850
14258720,2387.14,2358.03,2362.8,2371.11,61140740,63292530
14304060,2391.92,2346.55,2361.32,2384.82,63028690,65655460
14205430,2414.22,2365.03,2386.38,2372,66887700,68714140
14239750,2396.72,2367.04,2368.01,2381.22,54121540,53086990
14606290,2459.3,2365.41,2373.88,2448.39,89877760,95502340
14625020,2458.01,2441.64,2445.99,2457.62,68406240,71591820
14555740,2479.79,2443.68,2464.78,2444.59,69327600,73255060
14738560,2481.59,2444.38,2448.08,2480.05,66053280,67166320
14979510,2522.95,2485.56,2485.56,2522.95,81149070,82002290
14979510,,,,2522.95,,
14979510,,,,2522.95,,
14979510,,,,2522.95,,
15173200,2558.53,2498.89,2551.81,2524.41,95579230,97988180
15198900,2545.97,2511.6,2518.05,2535.98,73167500,75167980
15116370,2540.51,2502.49,2534.65,2525.33,76498050,71837090
15155640,2534.24,2504.3,2518.1,2526.13,74233580,70231170
15203320,2553.35,2513.73,2525.59,2530.57,71159040,71085860
14957660,2539.79,2473.7,2533.49,2483.23,72775920,74239170
15440190,2583.63,2474,2474.18,2577.72,96853460,93554080
15507300,2605.41,2576.92,2579.13,2595.86,101357000,98620800
15380530,2600.09,2540.52,2591.36,2577.09,95564990,93536080
15225170,2575.06,2539.67,2570.71,2552.76,71716110,69915230
15438800,2607.45,2553.45,2568.69,2595.44,77435150,77940290
15491170,2611.2,2582.65,2605.65,2610.9,85357440,84133730
15422360,2620.02,2578.18,2610.39,2596.9,102261200,105766300
15459380,2611.41,2576.36,2588.2,2607.46,72758910,75739440
15364960,2663.4,2564.21,2606.43,2582.75,109537700,111277200
15279770,2591.51,2567.11,2580.88,2571.67,60689360,58487340
15656790,2651.97,2577.27,2577.27,2651.86,98173260,91274780
15736560,2685.53,2646.15,2655.38,2675.87,108827000,101040200
15901570,2689.68,2662.06,2678.43,2688.71,100856600,99874980
15915200,2696.88,2671.33,2690.95,2686.88,94476820,96740100
16182130,2744.32,2671.27,2677.19,2743.32,110560900,103879500
16242700,2768.5,2731.08,2753.69,2748.03,136119600,127939200
16291620,2779.95,2725.36,2727.93,2771.67,112701200,116130800
16289050,2787.46,2765.74,2771.91,2775.84,88989570,82779260
16183820,2775.97,2722.87,2771.53,2759.87,95978590,89978130
16267900,2791.3,2747.95,2755.65,2771.72,82903620,77429630
16267900,,,,2771.72,,
16267900,,,,2771.72,,
16267900,,,,2771.72,,
16267900,,,,2771.72,,
16267900,,,,2771.72,,
16136390,2787.74,2731.51,2784.06,2737.47,81001360,76438220
15864250,2740.74,2674.34,2735.04,2685.61,82460800,80626420
15941730,2703.1,2665.23,2686.09,2702.63,73636350,70019380
15441990,2675.74,2584.76,2675.74,2610.55,103619500,100658000
15358530,2618.48,2591.15,2607.65,2596.6,65899090,60204850
15411970,2628.7,2590.79,2607.15,2604.96,55614480,53161940
15196730,2631.09,2564.67,2587.38,2567.59,83373950,80003060
15345800,2615.25,2569.38,2576.05,2594.68,64612270,63226740
15710580,2673.71,2594,2611.94,2673.33,92235380,86922590
15645820,2680.85,2626.99,2671.84,2668.84,80342740,73343740
15052980,2619.57,2528.69,2619.42,2545.71,112585000,110619100
15417570,2623.17,2541.77,2547.89,2622.81,92357120,89661150
15537690,2658.14,2620.43,2634.87,2650.2,95048880,95829650
15381200,2658.97,2592.87,2639.78,2619.48,96498100,94082660
15339260,2632.62,2601.96,2622.68,2606.93,63054590,59429550
15277490,2611.65,2574.17,2600.28,2592.37,52460900,50946430
15137000,2619.51,2530.25,2590.39,2555.61,71675120,71935140
14989390,2556.77,2515.06,2551.73,2527.49,56003710,56430450
15036820,2546.7,2514.46,2517.74,2534.27,49929760,47605740
15100560,2600.09,2504.46,2533.72,2539.87,82749870,81372180
14842100,2544.62,2499.83,2526.08,2502.49,63093550,59812770
14957560,2532.07,2491.85,2507.4,2525.1,55601010,54536460
15375730,2610.17,2526.83,2526.97,2610.17,91271010,90700610
15401900,2626.54,2598.51,2611.58,2614.99,71642660,69552750
15423210,2625.53,2603.34,2612.26,2618.31,55882130,55647140
15404530,2641.61,2607.61,2628.41,2613.1,58004930,56261390
15205240,2607.36,2554.97,2601.96,2575.05,65306560,63962960
15217230,2611.94,2566.34,2575.73,2583.53,58652240,56906510
14797360,2535.99,2495.08,2535.99,2499.3,84725890,87578400
14781920,2509.11,2482.49,2502.78,2495.08,52055540,52402130
14757970,2507.82,2483.73,2486.43,2493.19,47159810,47346020
14731030,2524.46,2475,2495.84,2486.39,55637380,55684140
14733290,2507.14,2474.93,2493.88,2483.55,45156700,45564210
14733290,,,,2483.55,,
14733290,,,,2483.55,,
14648180,2473.31,2429.5,2443.24,2472.3,55249300,53296770
14727450,2505.29,2477.29,2477.29,2489.43,54947020,52389820
14726410,2495.57,2466.19,2487.98,2485.31,51963810,47504910
14686760,2508.59,2476.4,2502.5,2477.88,43039940,42989950
14607990,2489.12,2460.18,2476.32,2462.11,40428030,39917260
14449150,2461.67,2430.15,2453.97,2436.82,44084830,46539730
14542430,2461.05,2416.62,2419.51,2459.59,53783250,55280610
14534910,2465.2,2437.34,2457.88,2458.47,46800820,44692160
14564770,2478.41,2434.73,2440.71,2464.85,46270130,42860700
14892180,2542.45,2469.32,2469.95,2533.83,76723660,75520860
14863780,2539.05,2518.26,2525.11,2530.67,63027020,62511870
14474180,2532.2,2448.2,2532.2,2449.47,61576140,60653970
14699910,2511.2,2446.59,2452.78,2495.58,62189410,63050910
14574880,2505.48,2456.57,2486.86,2467.88,59891280,60557920
14452740,2488.58,2439.8,2477.72,2447.31,46351980,47123380
14452740,,,,2447.31,,
14452740,,,,2447.31,,
14452740,,,,2447.31,,
14436140,2453.75,2423.08,2434.6,2449.64,47200450,47016080
14641550,2521.12,2457.54,2457.54,2492.91,63267040,62330080
14814360,2533.85,2500.45,2502.98,2525.98,61767940,60418770
14834390,2539.3,2507.76,2519.36,2529.94,59244940,54490640
14907430,2562.01,2531.25,2542.27,2542.8,60309140,59554290
14818220,2543.3,2507.79,2542.37,2527.79,64438290,60240140
14890130,2546.97,2515.16,2519.52,2540.84,50896690,48816720
14831600,2547.6,2516.73,2542.41,2530.77,55155090,54092140
14638760,2526.14,2479.87,2526,2493.34,56144560,54880060
14693970,2507.43,2491.93,2493.97,2506.92,47578580,44189650
14903210,2553.06,2487.76,2501.12,2552.71,76830430,70796180
15126740,2598.71,2547.78,2550.45,2592.05,83599360,81850800
15224570,2627.62,2590.05,2597.15,2609.61,94059410,86337790
15262590,2617.4,2594.25,2607.39,2614.85,75837810,71505980
15259840,2630.07,2603.75,2613.41,2618.03,78224110,74191810
15072180,2624.08,2579.35,2604.93,2582.85,81359900,84825360
15140480,2608.35,2572.88,2591.42,2597.23,62831230,60739660
15140260,2611.97,2589.74,2593.52,2599.59,66701650,64195070
15357600,2644.36,2585.9,2600.63,2644.36,86756740,84196110
15363590,2661.23,2640.88,2648.93,2642.56,81953840,79277700
15306350,2647.44,2623.58,2633.95,2634.32,71045060,70146370
15172880,2645.56,2604.75,2638.71,2606.43,65904430,62528530
15171570,2625.94,2596.05,2605.97,2602.62,63008700,59774460
15004600,2600.5,2556.06,2600.5,2565.67,63139410,66315740
14990320,2570.03,2545.19,2565.33,2560.54,47367060,45637180
14815330,2557.68,2525.31,2552.82,2527.84,54448110,52496530
14596090,2538.89,2475.69,2526.91,2484.16,61366160,61030880
14596090,,,,2484.16,,
14596090,,,,2484.16,,
14596090,,,,2484.16,,
14168460,2448.72,2375.2,2448.72,2399.94,64081580,69730060
14248910,2420.36,2396.49,2404.42,2416.77,53686770,55964530
14185410,2427.53,2394.38,2422.76,2403.84,51983740,50395700
14206120,2424.2,2393.32,2413.09,2418.74,48792080,48630370
14107660,2408.28,2366.35,2408.28,2400.76,52979980,54346260
13701260,2386.1,2320.23,2386.1,2321.47,52171730,55201010
13641490,2332.84,2269.56,2283.15,2317.39,53486130,58705790
12904570,2308.07,2164.32,2308.07,2171.21,73731920,86597250
12883850,2169.21,2023.17,2146.05,2165.42,87090380,107554900
12816970,2181.02,2131.86,2170.33,2168.3,67298420,79256420
12823870,2200.21,2153.17,2172.85,2160.73,62927070,75406750
13055150,2227.46,2139.37,2149.03,2200.64,64106050,79451310
13337780,2213.96,2166.35,2187.09,2213.32,51874720,57726220
13406180,2226.11,2191.8,2211.8,2221.98,59632900,61838850
13313320,2211.04,2169.14,2211.04,2203.83,59536750,65836020
13388520,2245.91,2176.08,2187.18,2221.98,67189380,72581140
13413750,2252.03,2225.05,2227.35,2226.85,58424400,61821760
13109890,2205.21,2162.19,2194.42,2163.62,49288240,54782480
13142220,2174.79,2149.79,2160.7,2162.67,37246180,41494430
13428320,2224.13,2157.47,2163.1,2224.06,54373740,61149780
13896480,2351.22,2232.16,2232.16,2326.69,111329800,125793200
13647990,2331.99,2274.07,2319.02,2275.37,82064540,89733070
13780460,2336.04,2274.67,2289.76,2307.3,71796180,74757870
13809530,2317.85,2281.94,2300.83,2317.85,62085620,65624140
13657790,2326.92,2281.61,2311.44,2282.84,63229060,67655250
13478420,2282.43,2241.93,2272.95,2245.33,51937230,57144290
13275500,2257.92,2188.75,2248.13,2190.48,66179070,70535280
13330630,2203.06,2159.81,2170.09,2202.19,48872940,53283490
13618600,2276.74,2206.76,2211.59,2265.84,69255410,74809730
13535660,2265.58,2217.19,2253.38,2249.15,69279820,69592300
13474420,2268.84,2227.85,2255.22,2237.68,60558350,65774300
13387510,2238.42,2209.81,2226.43,2224.01,45636060,48941090
13143040,2205.08,2169.02,2205.08,2175.97,49624610,54600910
13248320,2221.59,2162.98,2184.01,2189.39,50907220,55193620
13259220,2235.38,2187.21,2211.75,2193.02,46723490,48327040
13502390,2245.56,2200.63,2206,2245.36,58944750,62603980
13498840,2274.71,2244.25,2263.49,2247.26,58459980,60890880
13644490,2278.33,2243.22,2249.98,2278.33,53623060,55342140
13717000,2302.48,2256.71,2270.67,2293.64,68993570,73746880
13625930,2313.88,2276.86,2292.38,2280.62,69560480,73048690
13611260,2297.63,2267.07,2277.25,2276.78,52710270,53098420
13656960,2301.59,2258.33,2288.51,2286.01,62663970,64600020
14003140,2352.89,2293.18,2296.22,2352.79,94038900,97863220
14018160,2360.83,2340.73,2352.88,2359.07,71178510,78393630
13976450,2386.6,2340.83,2362.62,2349.08,71338210,75942130
13853370,2362.09,2319.78,2348.84,2321.58,59411200,61951840
13786270,2423.08,2295.02,2314.26,2304.14,104026800,120369600
13884950,2340.19,2284.08,2286.2,2331.43,67064910,72483220
13779830,2353.41,2303.67,2325.86,2312.46,67589700,73086340
13766960,2321.64,2291.05,2320.58,2308.59,50886480,55007380
13722830,2329.14,2297.02,2302.67,2303.93,51686300,55338100
13634830,2321.04,2251.92,2314.87,2286.93,65459840,68967120
13879550,2336.38,2288.5,2294.76,2335.62,66541010,70371040
13892350,2345.1,2322.46,2332.8,2340.88,62575380,65990320
13839110,2345.36,2307.04,2326.1,2328.06,80965550,89256160
13786840,2342.32,2308.14,2338.56,2318.31,59719870,66085410
13763660,2334.41,2303.61,2315.91,2313.91,76695980,87654510
13786280,2329.87,2297.45,2319.96,2320.34,73575860,79510240
13958920,2354.86,2321.3,2326.23,2354.5,72663970,80554000
13953240,2360.66,2345.44,2352.54,2350.7,68509010,78725760
13921550,2351.22,2336.75,2350.93,2341.73,59606060,62951380
13996080,2361.18,2335.93,2336.77,2357.78,63916880,73340110
14504950,2449.25,2372.69,2374.26,2440.61,127299500,149889600
14645830,2475.19,2435.83,2446.45,2474.89,130648100,154856000
14690470,2504.47,2471.62,2483.79,2482.89,142830300,166915000
14788550,2527.38,2469.72,2480.47,2507.45,126115500,145173200
14672190,2515.78,2481.45,2502.54,2488.9,98274990,110775000
14624680,2503.69,2467.13,2501.08,2478.39,97043840,105383300
14337490,2481.71,2426.46,2480.81,2427.32,93115100,99459970
14363220,2439.63,2407.24,2426.04,2432.51,69341310,71040750
14363220,,,,2432.51,,
14363220,,,,2432.51,,
